seconds	heartbeat
81393	98
81394	88
81395	95
81396	100
81397	71
81398	82
81399	87
81400	82
81401	83
81402	95
81403	91
81404	89
81405	75
81406	95
81407	79
81408	91
81409	76
81410	99
81411	90
81412	96
"81413	"	95
81414	84
81415	89
81416	82
81417	94
81418	74
81419	79
81420	84
81421	86
81422	93
81423	70
81424	84
81425	100
81426	87
81427	78
81428	96
81429	86
81430	97
81431	87
"81432	"	92
81433	94
81434	91
81435	73
81436	99
81437	93
81438	78
81439	85
"81440	"	96
81441	76
81442	97
81443	89
81444	85
81445	77
81446	99
81447	92
81448	84
81449	71
81450	93
81451	73
81452	77
81453	74
81454	82
81455	75
"81456	"	78
81457	82
81458	99
81459	81
81460	96
81461	72
81462	97
81463	81
81464	94
81465	75
81466	85
81467	81
81468	97
81469	89
81470	83
81471	95
81472	99
81473	76
81474	79
81475	89
81476	71
81477	98
81478	86
81479	74
81480	71
81481	75
81482	79
81483	89
81484	85
81485	77
81486	70
81487	74
81488	81
81489	76
81490	80
81491	81
81492	72
81493	74
81494	75
81495	70
"81496	"	79
81497	91
81498	93
81499	78
81500	79
81501	89
81502	85
81503	91
81504	76
81505	99
81506	70
81507	99
81508	93
81509	95
81510	95
81511	74
81512	70
81513	82
81514	77
81515	77
81516	86
81517	85
81518	76
81519	100
81520	80
81521	88
81522	100
81523	99
81524	90
81525	80
81526	94
81527	88
81528	77
81529	80
81530	89
81531	73
81532	75
81533	71
81534	72
81535	90
81536	83
81537	93
81538	78
81539	78
81540	73
81541	77
81542	76
81543	86
81544	82
81545	76
81546	79
81547	94
81548	88
81549	83
81550	80
81551	85
81552	99
81553	79
81554	99
81555	89
81556	77
81557	89
81558	84
81559	72
81560	88
81561	100
81562	71
81563	72
81564	74
81565	88
81566	82
81567	84
81568	87
81569	99
81570	94
81571	95
81572	100
81573	87
81574	92
81575	94
81576	87
81577	99
81578	87
81579	87
81580	79
81581	87
81582	72
81583	98
81584	84
81585	75
81586	87
81587	78
81588	100
81589	94
81590	100
81591	77
81592	86
81593	89
81594	80
81595	70
81596	89
81597	70
81598	80
81599	73
81600	83
81601	78
81602	89
81603	78
81604	97
81605	97
81606	71
81607	96
81608	82
81609	100
81610	99
81611	91
81612	96
81613	79
81614	94
81615	75
81616	93
81617	72
81618	96
81619	91
81620	70
81621	96
81622	72
81623	72
81624	84
81625	72
81626	98
"81627	"	80
81628	86
81629	93
81630	100
81631	99
81632	92
81633	92
81634	81
81635	93
81636	72
81637	70
81638	98
81639	79
81640	84
81641	84
81642	93
81643	71
81644	79
81645	100
81646	96
81647	77
81648	71
81649	77
81650	90
81651	85
81652	89
81653	89
81654	81
81655	82
81656	70
81657	85
81658	87
81659	77
81660	94
81661	90
81662	86
81663	83
81664	84
81665	89
81666	91
81667	98
81668	73
81669	95
81670	92
81671	73
81672	74
81673	95
"81674	"	74
81675	92
81676	74
81677	97
81678	79
81679	77
81680	74
81681	77
81682	82
81683	80
81684	87
81685	78
81686	93
81687	90
81688	92
81689	100
81690	70
81691	95
81692	76
81693	94
81694	91
81695	93
81696	96
81697	82
81698	78
81699	79
81700	99
81701	94
81702	94
81703	79
81704	70
81705	72
81706	76
81707	76
81708	76
81709	74
81710	86
81711	87
81712	94
81713	70
81714	96
81715	95
81716	100
81717	84
81718	72
81719	78
81720	91
81721	98
81722	94
81723	76
81724	96
81725	100
81726	78
81727	93
81728	82
81729	86
81730	74
81731	74
81732	100
81733	71
81734	82
"81735	"	90
81736	91
81737	84
81738	92
81739	91
81740	76
81741	76
81742	92
81743	81
81744	90
81745	85
81746	88
81747	78
81748	70
81749	97
81750	75
81751	75
81752	82
81753	73
81754	72
81755	90
81756	82
81757	94
81758	80
81759	82
81760	74
81761	84
81762	93
81763	88
81764	77
81765	85
81766	100
81767	85
81768	99
81769	74
81770	75
81771	80
81772	78
81773	76
81774	85
81775	95
"81776	"	92
81777	79
81778	89
81779	100
"81780	"	81
81781	86
81782	71
81783	89
81784	81
81785	91
81786	89
81787	70
81788	96
81789	71
"81790	"	72
81791	70
81792	97
"81793	"	72
81794	93
81795	98
81796	76
81797	92
81798	84
81799	90
81800	99
81801	88
81802	89
81803	71
81804	82
81805	70
81806	95
81807	86
"81808	"	90
81809	97
81810	91
81811	75
81812	78
81813	90
81814	73
81815	94
81816	88
81817	76
81818	88
81819	97
81820	77
81821	85
81822	84
81823	80
81824	77
81825	77
81826	76
81827	73
81828	97
81829	95
81830	92
81831	94
81832	70
81833	81
81834	99
81835	72
81836	87
81837	80
81838	80
81839	84
81840	95
81841	97
81842	78
81843	87
81844	79
81845	70
81846	94
81847	95
81848	87
81849	77
81850	77
81851	88
81852	75
81853	77
81854	98
81855	85
81856	82
81857	71
81858	75
81859	84
"81860	"	90
81861	84
81862	82
81863	98
81864	84
81865	74
81866	87
"81867	"	71
81868	99
81869	70
81870	81
81871	87
81872	74
81873	76
81874	76
81875	97
81876	89
81877	83
81878	81
81879	94
81880	71
81881	91
81882	93
81883	100
81884	84
81885	94
81886	83
81887	82
81888	89
81889	71
81890	81
81891	98
81892	91
81893	99
81894	95
81895	89
81896	97
81897	88
81898	97
81899	87
81900	78
81901	74
81902	90
81903	93
"81904	"	91
81905	77
81906	72
81907	100
81908	91
81909	94
81910	76
81911	91
81912	100
81913	88
81914	76
81915	94
81916	75
81917	79
81918	73
81919	87
81920	84
81921	95
81922	93
81923	80
81924	79
81925	74
81926	85
81927	100
81928	89
81929	99
81930	90
81931	79
81932	95
81933	97
81934	91
"81935	"	76
81936	83
81937	73
"81938	"	80
81939	89
81940	72
81941	84
81942	71
81943	100
81944	90
81945	77
81946	75
81947	89
81948	98
81949	98
81950	78
81951	72
81952	76
81953	97
81954	76
81955	75
81956	92
81957	90
81958	80
81959	83
81960	75
81961	96
81962	88
81963	100
81964	83
81965	99
81966	95
81967	92
81968	90
"81969	"	70
81970	86
81971	91
81972	95
81973	89
81974	97
81975	80
81976	94
81977	81
81978	77
81979	81
81980	80
81981	77
81982	83
"81983	"	85
81984	72
81985	88
81986	71
81987	75
81988	75
81989	83
81990	87
81991	93
81992	76
81993	96
"81994	"	96
81995	77
81996	91
81997	81
81998	82
81999	75
82000	93
82001	70
82002	72
82003	72
82004	82
82005	77
82006	88
82007	98
82008	90
82009	85
82010	70
82011	72
82012	72
82013	89
82014	73
"82015	"	89
82016	95
82017	95
82018	71
82019	70
82020	90
82021	85
82022	73
82023	70
82024	90
82025	84
82026	72
82027	79
82028	82
82029	89
82030	70
82031	88
82032	70
82033	92
82034	95
82035	89
82036	72
"82037	"	90
82038	78
82039	86
82040	96
82041	71
82042	94
82043	100
82044	78
82045	87
82046	94
82047	95
82048	90
82049	96
82050	70
82051	83
82052	90
82053	73
82054	93
82055	100
82056	86
82057	86
82058	95
82059	81
82060	79
82061	71
82062	92
82063	72
82064	93
82065	100
82066	85
82067	77
82068	94
82069	72
82070	82
82071	80
82072	97
82073	99
82074	86
82075	73
82076	83
82077	85
82078	70
82079	87
82080	72
82081	86
82082	80
82083	95
82084	76
82085	85
82086	99
82087	96
82088	87
82089	97
82090	73
82091	90
82092	92
82093	87
82094	84
82095	85
82096	88
82097	92
82098	73
82099	100
82100	96
82101	88
82102	77
82103	89
82104	93
82105	84
82106	70
82107	100
82108	91
"82109	"	74
82110	89
82111	87
82112	98
82113	70
82114	70
82115	81
82116	83
82117	86
82118	82
82119	85
82120	87
82121	95
82122	93
82123	84
82124	74
82125	100
82126	75
82127	93
82128	81
82129	99
82130	87
82131	83
82132	99
82133	73
82134	92
82135	83
82136	77
82137	85
82138	74
82139	89
82140	76
82141	85
82142	79
82143	70
82144	97
"82145	"	86
82146	76
82147	79
82148	87
82149	72
82150	70
82151	71
82152	91
82153	73
82154	91
82155	77
82156	80
82157	90
82158	72
82159	82
82160	81
82161	76
82162	98
82163	95
82164	84
82165	98
82166	84
82167	70
82168	92
82169	95
82170	78
82171	77
82172	78
82173	82
"82174	"	71
82175	99
82176	81
82177	82
82178	83
82179	70
82180	92
82181	81
82182	95
82183	75
82184	77
82185	89
82186	97
82187	85
"82188	"	96
82189	100
82190	88
82191	94
82192	83
82193	79
82194	87
82195	100
82196	88
82197	79
82198	95
82199	99
82200	87
82201	89
82202	82
82203	95
82204	76
82205	97
82206	80
82207	79
82208	98
82209	94
82210	70
82211	95
82212	95
82213	94
82214	97
82215	72
82216	86
82217	94
82218	80
82219	98
82220	76
82221	87
82222	94
82223	84
82224	94
82225	99
82226	85
82227	92
82228	71
82229	87
82230	88
82231	91
82232	81
82233	71
82234	74
82235	96
82236	88
82237	99
"82238	"	83
82239	87
82240	76
82241	100
82242	88
82243	75
82244	74
82245	79
82246	87
82247	79
82248	94
82249	82
82250	73
82251	81
82252	79
82253	75
82254	100
82255	86
82256	71
82257	71
82258	82
82259	88
82260	75
82261	98
82262	80
82263	84
82264	97
82265	75
82266	94
82267	87
82268	92
82269	96
82270	85
82271	70
82272	92
"82273	"	90
82274	74
82275	94
82276	90
82277	92
82278	89
82279	98
82280	89
82281	78
82282	72
82283	70
82284	89
82285	81
82286	71
82287	76
82288	96
82289	84
82290	98
82291	86
82292	77
82293	73
82294	79
82295	96
82296	83
82297	93
82298	95
82299	82
82300	83
82301	71
82302	84
82303	91
82304	70
82305	83
82306	87
82307	73
82308	91
82309	97
82310	91
82311	73
82312	90
82313	78
82314	88
82315	70
82316	100
82317	88
82318	84
82319	80
82320	90
82321	100
82322	74
82323	97
82324	73
82325	97
82326	73
82327	75
82328	80
82329	79
"82330	"	80
82331	80
82332	98
82333	95
82334	87
82335	88
82336	90
82337	72
82338	92
82339	91
82340	70
82341	91
82342	92
82343	75
82344	73
82345	70
82346	93
82347	90
82348	86
82349	90
82350	73
82351	98
82352	72
82353	96
82354	78
82355	98
82356	99
82357	70
82358	98
82359	97
82360	78
82361	98
82362	98
82363	80
82364	78
82365	79
82366	84
82367	84
"82368	"	93
82369	79
82370	87
"82371	"	99
82372	76
82373	86
82374	93
82375	87
82376	97
82377	82
82378	73
82379	83
82380	93
82381	93
82382	84
82383	76
82384	91
82385	80
82386	74
82387	72
82388	94
82389	100
82390	73
82391	88
82392	92
82393	84
82394	89
82395	81
82396	75
82397	100
82398	97
82399	74
82400	84
82401	84
82402	94
82403	84
82404	95
82405	78
82406	74
82407	89
82408	82
82409	71
82410	73
82411	100
82412	75
82413	94
82414	79
82415	81
82416	98
82417	79
82418	80
82419	89
82420	81
82421	83
82422	82
82423	79
82424	100
82425	70
82426	97
82427	97
82428	85
82429	90
82430	92
82431	96
82432	81
82433	70
82434	92
82435	84
82436	88
82437	77
82438	86
82439	72
82440	96
82441	75
82442	97
82443	85
82444	90
82445	97
82446	98
82447	74
82448	74
82449	90
82450	95
82451	96
82452	86
82453	93
82454	81
82455	93
82456	100
82457	74
82458	83
82459	80
82460	90
82461	90
82462	78
82463	70
82464	92
82465	75
82466	73
82467	73
82468	94
82469	88
82470	91
82471	100
82472	93
82473	86
82474	75
82475	76
82476	77
82477	81
82478	92
82479	73
82480	82
82481	94
82482	73
82483	75
82484	88
"82485	"	90
82486	80
82487	77
82488	76
82489	70
82490	76
82491	81
82492	83
82493	89
82494	71
82495	92
82496	93
82497	99
82498	86
82499	77
82500	96
82501	88
82502	94
"82503	"	75
82504	99
82505	70
82506	87
82507	82
82508	85
82509	83
82510	90
82511	88
82512	93
82513	90
82514	75
82515	83
82516	94
82517	78
82518	93
82519	81
82520	77
82521	90
82522	95
82523	89
82524	75
82525	73
82526	100
82527	71
82528	72
82529	88
82530	71
82531	91
82532	81
82533	83
82534	78
82535	92
82536	86
82537	72
82538	96
82539	85
82540	74
82541	87
82542	83
82543	100
82544	83
82545	93
82546	91
82547	88
82548	71
82549	80
82550	99
82551	75
82552	95
82553	71
82554	97
82555	83
82556	99
82557	80
82558	79
82559	91
"82560	"	84
82561	78
82562	86
82563	78
82564	70
82565	90
82566	80
82567	77
82568	79
82569	92
82570	87
82571	70
82572	73
82573	96
82574	91
82575	75
82576	90
82577	72
82578	86
82579	72
82580	93
82581	86
82582	70
82583	91
82584	97
82585	89
82586	75
82587	99
82588	94
82589	84
82590	99
82591	80
82592	73
82593	83
"82594	"	78
82595	77
82596	96
82597	93
82598	83
82599	81
82600	81
82601	80
82602	100
82603	85
82604	93
82605	86
82606	94
82607	74
82608	82
82609	97
82610	71
"82611	"	100
82612	74
82613	87
82614	93
82615	70
82616	71
82617	100
82618	82
82619	90
82620	73
82621	76
82622	77
82623	97
82624	88
"82625	"	92
82626	89
82627	72
82628	95
82629	99
82630	71
82631	81
82632	90
82633	75
82634	73
82635	100
82636	93
82637	84
82638	70
82639	75
82640	71
82641	99
82642	75
82643	90
82644	76
82645	72
82646	77
82647	78
82648	81
82649	85
82650	96
82651	71
82652	96
82653	89
82654	86
82655	85
82656	71
82657	92
82658	88
82659	83
82660	88
82661	73
82662	74
82663	96
82664	97
82665	100
82666	90
82667	74
"82668	"	71
82669	90
82670	95
82671	70
82672	89
82673	92
82674	96
82675	85
82676	80
82677	96
82678	86
82679	86
82680	84
82681	71
"82682	"	77
82683	76
82684	79
82685	76
82686	72
82687	99
82688	82
82689	81
82690	81
82691	74
82692	95
82693	87
82694	99
82695	84
82696	90
82697	87
82698	93
82699	75
82700	91
82701	78
82702	100
82703	81
82704	86
82705	82
82706	81
82707	78
82708	100
82709	88
82710	98
82711	84
82712	72
82713	98
82714	70
82715	81
82716	75
82717	94
82718	85
82719	87
82720	90
82721	92
82722	92
82723	80
82724	79
82725	97
82726	88
82727	95
82728	95
82729	97
82730	77
82731	70
82732	93
82733	81
"82734	"	80
82735	94
82736	89
82737	70
82738	77
82739	92
82740	79
82741	77
82742	87
82743	81
82744	70
82745	100
82746	91
82747	96
82748	84
"82749	"	76
82750	85
82751	94
82752	97
82753	83
82754	80
82755	77
82756	94
82757	93
82758	98
82759	97
82760	95
82761	93
82762	70
82763	84
82764	71
82765	100
82766	85
82767	83
82768	92
82769	98
82770	80
82771	82
82772	80
82773	96
82774	99
82775	94
82776	73
82777	87
82778	86
82779	92
82780	82
82781	87
82782	78
82783	95
82784	89
82785	90
82786	74
82787	77
82788	74
82789	87
82790	97
82791	73
82792	94
82793	85
82794	70
82795	80
82796	91
82797	93
82798	98
82799	87
82800	91
82801	70
82802	86
82803	82
82804	73
82805	98
82806	93
82807	93
82808	78
82809	88
82810	79
82811	89
82812	100
82813	83
82814	84
82815	84
82816	78
82817	88
82818	80
82819	73
82820	94
82821	95
82822	89
82823	100
82824	73
82825	75
82826	97
"82827	"	83
82828	96
82829	73
82830	73
82831	78
82832	76
82833	77
82834	100
82835	80
82836	80
82837	83
82838	82
82839	89
82840	80
82841	95
82842	76
82843	93
82844	73
82845	84
82846	80
82847	88
82848	88
82849	88
82850	76
82851	76
82852	98
82853	84
82854	93
82855	90
82856	78
82857	91
82858	100
82859	88
82860	79
82861	74
82862	95
82863	75
82864	79
82865	74
82866	84
82867	70
82868	100
82869	100
82870	93
82871	93
82872	72
82873	83
82874	94
82875	87
82876	88
82877	85
82878	91
82879	70
82880	81
82881	98
82882	80
82883	88
82884	81
82885	74
82886	91
82887	77
82888	97
82889	96
82890	80
82891	82
82892	84
82893	84
82894	98
82895	75
82896	84
82897	77
82898	88
82899	79
82900	99
82901	85
82902	88
82903	72
82904	97
82905	84
82906	94
82907	88
"82908	"	86
82909	90
82910	83
82911	78
82912	74
82913	97
82914	90
82915	88
82916	78
82917	100
82918	71
82919	89
82920	85
82921	78
82922	84
82923	99
82924	76
82925	73
82926	97
82927	93
82928	94
82929	74
82930	86
82931	80
82932	71
82933	70
82934	81
82935	75
82936	82
82937	94
82938	92
82939	97
82940	80
82941	73
82942	82
82943	70
82944	86
"82945	"	99
82946	95
82947	72
82948	94
82949	89
82950	85
82951	97
82952	97
82953	97
82954	73
82955	100
82956	97
82957	86
82958	96
82959	87
82960	89
82961	79
82962	74
82963	97
82964	75
82965	82
82966	86
82967	84
82968	90
82969	97
82970	92
82971	94
82972	98
82973	84
"82974	"	94
82975	95
82976	75
82977	71
82978	87
82979	74
82980	91
82981	83
82982	92
82983	82
82984	96
82985	89
82986	76
82987	94
82988	95
82989	98
82990	74
82991	77
82992	78
82993	82
82994	76
82995	78
82996	75
82997	78
82998	73
82999	97
83000	84
83001	94
83002	81
83003	94
83004	89
83005	84
83006	72
83007	78
83008	83
83009	71
83010	87
83011	82
83012	83
83013	97
83014	73
83015	85
83016	76
83017	100
83018	95
83019	80
83020	71
83021	87
83022	90
83023	81
83024	87
83025	92
83026	74
83027	73
83028	75
83029	99
83030	83
83031	99
83032	75
83033	94
83034	81
83035	87
83036	95
83037	92
83038	93
83039	91
83040	87
83041	100
83042	95
83043	72
83044	77
83045	100
83046	80
83047	81
83048	85
"83049	"	87
83050	75
"83051	"	80
83052	92
83053	81
83054	88
83055	94
83056	77
83057	98
83058	84
83059	84
83060	95
83061	95
83062	90
83063	88
83064	98
83065	84
83066	86
83067	100
83068	77
83069	97
83070	73
83071	81
83072	89
83073	99
83074	82
83075	87
"83076	"	74
83077	96
83078	90
83079	93
83080	83
83081	99
83082	94
"83083	"	82
83084	71
83085	80
83086	96
83087	78
83088	76
83089	89
83090	99
83091	98
83092	98
83093	72
83094	80
83095	97
83096	70
83097	87
83098	88
83099	80
83100	73
83101	75
83102	79
83103	72
83104	86
83105	72
83106	99
83107	98
83108	79
83109	72
83110	77
83111	95
83112	90
83113	80
83114	84
83115	75
83116	92
83117	77
83118	85
83119	84
83120	96
83121	83
83122	85
83123	90
83124	95
83125	99
83126	90
83127	83
83128	82
83129	74
83130	94
83131	80
83132	87
83133	86
"83134	"	71
"83135	"	73
83136	72
83137	88
83138	99
83139	94
83140	99
83141	79
83142	74
83143	87
83144	76
83145	94
83146	95
83147	100
83148	70
83149	81
83150	96
83151	89
83152	90
83153	87
83154	80
83155	84
83156	75
83157	77
83158	87
83159	90
83160	74
"83161	"	95
83162	97
83163	87
83164	82
83165	87
83166	98
83167	100
83168	99
83169	84
83170	81
83171	81
83172	84
83173	74
83174	73
83175	70
83176	95
83177	97
83178	75
83179	75
83180	72
83181	77
"83182	"	84
"83183	"	90
83184	70
83185	77
83186	91
83187	99
83188	93
83189	91
83190	76
83191	92
83192	91
83193	99
"83194	"	77
83195	99
83196	99
83197	73
83198	87
83199	76
83200	84
83201	91
83202	99
83203	89
83204	88
83205	70
83206	75
83207	72
83208	84
83209	86
83210	80
83211	91
83212	87
83213	81
83214	72
83215	85
83216	81
83217	90
83218	90
83219	95
83220	96
83221	83
83222	96
83223	98
83224	87
83225	98
83226	95
83227	77
83228	90
83229	88
83230	93
83231	97
"83232	"	72
83233	86
83234	73
83235	81
83236	82
83237	71
83238	78
83239	97
83240	77
"83241	"	99
83242	77
83243	74
83244	99
83245	90
83246	95
83247	83
83248	84
83249	91
83250	71
83251	79
83252	75
83253	89
83254	87
83255	92
83256	91
83257	83
83258	82
83259	81
83260	88
83261	74
83262	85
83263	90
83264	81
83265	72
83266	75
"83267	"	74
83268	76
83269	83
83270	97
83271	89
83272	93
83273	86
83274	72
83275	86
"83276	"	79
83277	72
83278	78
83279	90
83280	77
83281	78
83282	71
83283	81
83284	85
83285	95
83286	96
83287	99
83288	74
83289	97
83290	93
83291	71
83292	79
83293	82
83294	88
83295	79
83296	74
83297	87
83298	80
83299	90
83300	97
83301	74
83302	84
83303	98
83304	80
83305	83
83306	73
83307	92
83308	81
83309	95
83310	90
83311	98
83312	87
83313	93
83314	96
83315	78
83316	89
83317	93
83318	75
83319	82
83320	75
83321	71
83322	84
83323	72
83324	97
83325	83
83326	84
83327	100
"83328	"	97
83329	71
83330	97
83331	96
83332	93
83333	75
83334	79
83335	83
83336	78
83337	85
83338	79
83339	85
83340	99
83341	92
83342	98
83343	77
83344	78
83345	80
83346	87
83347	83
83348	91
83349	89
83350	98
83351	77
83352	84
"83353	"	96
83354	96
83355	87
83356	90
83357	76
83358	89
83359	84
83360	81
83361	100
83362	97
83363	76
83364	100
83365	72
83366	81
83367	88
83368	88
83369	76
83370	94
83371	92
83372	71
83373	79
83374	89
83375	72
83376	73
83377	87
83378	73
83379	95
83380	84
83381	88
83382	92
83383	79
83384	71
83385	82
83386	71
83387	83
83388	86
83389	80
83390	78
83391	78
83392	71
83393	89
83394	93
83395	70
83396	92
83397	90
83398	82
83399	84
83400	79
83401	88
83402	95
83403	88
83404	74
83405	73
83406	99
83407	99
"83408	"	81
83409	85
83410	87
83411	99
83412	93
83413	88
83414	93
83415	70
83416	95
83417	80
83418	81
83419	99
83420	84
83421	70
"83422	"	83
83423	83
83424	92
"83425	"	91
83426	71
83427	99
83428	99
83429	70
83430	86
83431	87
83432	94
83433	95
83434	85
83435	89
83436	73
83437	90
83438	80
83439	83
83440	88
83441	99
83442	91
83443	82
83444	100
83445	99
83446	82
83447	80
83448	92
83449	78
83450	88
83451	80
83452	76
83453	81
83454	82
83455	84
83456	98
83457	72
83458	92
83459	86
83460	99
"83461	"	98
83462	87
83463	97
83464	70
83465	92
83466	90
83467	73
83468	79
83469	91
83470	86
83471	76
83472	96
83473	91
83474	83
83475	96
83476	98
83477	90
83478	74
83479	99
83480	76
83481	76
83482	84
83483	79
83484	81
83485	85
83486	78
83487	75
83488	70
83489	92
83490	96
83491	73
83492	84
"83493	"	82
83494	83
83495	73
83496	79
83497	91
83498	77
83499	80
83500	100
83501	93
83502	98
83503	79
83504	84
83505	80
83506	86
83507	99
83508	83
83509	100
83510	79
83511	78
83512	79
83513	85
83514	83
"83515	"	87
83516	70
83517	82
83518	86
83519	98
83520	97
83521	100
83522	86
83523	73
83524	78
83525	100
83526	72
83527	96
83528	71
83529	83
83530	78
83531	95
83532	77
83533	71
83534	88
83535	75
83536	99
83537	79
83538	77
83539	79
83540	70
83541	71
83542	85
83543	92
83544	85
83545	83
83546	97
83547	86
83548	88
83549	87
83550	73
83551	85
83552	98
83553	84
83554	76
83555	97
83556	76
83557	92
83558	90
"83559	"	72
83560	86
83561	70
83562	97
83563	82
83564	99
83565	100
83566	90
83567	74
"83568	"	88
83569	90
83570	98
83571	89
83572	86
83573	93
83574	72
83575	97
83576	83
83577	86
83578	94
83579	85
83580	98
83581	75
83582	71
83583	92
83584	82
83585	86
83586	91
83587	70
83588	81
83589	83
83590	75
83591	78
83592	75
83593	80
83594	73
83595	99
83596	100
83597	94
"83598	"	88
83599	97
83600	94
83601	82
83602	79
83603	82
83604	70
83605	84
83606	78
83607	81
83608	72
83609	84
83610	82
83611	75
83612	70
83613	80
83614	96
83615	70
83616	96
83617	96
83618	83
83619	95
83620	74
83621	77
83622	81
83623	78
83624	78
83625	73
83626	71
83627	71
83628	74
83629	95
83630	97
83631	90
83632	94
83633	71
83634	90
83635	74
83636	70
83637	96
83638	71
83639	80
83640	91
83641	80
83642	97
83643	80
83644	91
83645	96
83646	74
83647	88
83648	88
83649	71
83650	77
83651	80
83652	80
83653	88
83654	92
83655	77
83656	70
83657	95
83658	91
83659	87
83660	72
83661	86
83662	100
83663	92
83664	70
83665	94
83666	79
83667	84
83668	84
83669	75
83670	71
83671	85
83672	73
83673	96
83674	97
83675	85
83676	96
"83677	"	75
83678	72
83679	89
83680	91
83681	73
83682	85
83683	86
83684	81
83685	98
83686	90
83687	96
83688	93
83689	80
83690	78
83691	81
83692	71
83693	76
83694	84
83695	95
83696	89
83697	87
83698	78
83699	74
83700	83
83701	75
83702	76
83703	96
83704	78
83705	97
83706	93
83707	75
83708	91
83709	74
83710	88
83711	91
83712	71
83713	97
83714	95
83715	100
83716	97
83717	100
83718	72
83719	76
83720	94
83721	100
83722	81
83723	81
83724	79
83725	86
83726	77
83727	92
83728	87
83729	82
83730	77
83731	85
83732	85
83733	77
83734	87
83735	97
83736	75
83737	88
83738	70
83739	74
83740	79
83741	72
83742	70
83743	93
83744	70
83745	94
83746	94
83747	80
83748	91
83749	73
83750	100
83751	71
83752	88
83753	76
83754	81
83755	86
83756	96
83757	77
83758	93
83759	81
83760	93
83761	93
83762	87
83763	73
83764	93
83765	72
83766	89
83767	85
83768	85
83769	77
83770	97
83771	98
83772	77
83773	89
83774	87
83775	95
83776	95
83777	93
83778	77
83779	81
83780	76
83781	77
83782	77
83783	73
83784	81
83785	76
83786	86
83787	76
83788	72
83789	100
83790	92
83791	92
83792	74
83793	88
83794	70
83795	82
83796	96
83797	83
83798	95
83799	71
83800	72
83801	76
83802	76
83803	78
83804	72
83805	85
"83806	"	88
83807	92
83808	97
83809	84
83810	85
83811	91
83812	91
83813	70
83814	85
83815	87
83816	82
83817	76
83818	94
83819	96
83820	71
83821	91
83822	77
83823	100
83824	70
83825	70
83826	98
83827	71
83828	85
83829	89
83830	93
83831	89
83832	78
83833	70
83834	82
83835	86
83836	92
83837	93
83838	88
83839	71
83840	94
83841	71
83842	80
83843	84
83844	85
83845	97
83846	80
83847	95
83848	92
83849	83
83850	92
"83851	"	80
83852	94
83853	86
83854	73
83855	99
83856	76
83857	90
83858	99
83859	75
83860	92
83861	82
83862	73
83863	99
83864	85
83865	82
83866	96
83867	82
83868	87
"83869	"	99
83870	87
83871	71
83872	75
83873	99
83874	91
83875	80
83876	100
83877	86
83878	76
83879	96
83880	89
83881	85
83882	71
83883	76
83884	88
83885	73
83886	85
83887	81
83888	70
83889	89
83890	74
83891	90
83892	86
83893	92
83894	99
83895	76
83896	90
83897	76
83898	99
83899	95
83900	90
83901	92
83902	78
83903	87
83904	81
83905	100
83906	71
83907	77
83908	99
83909	84
83910	96
83911	75
83912	76
83913	97
83914	92
83915	89
83916	72
83917	86
83918	88
83919	87
83920	93
83921	87
83922	71
83923	70
83924	78
83925	82
83926	91
83927	95
83928	80
83929	95
83930	82
83931	76
83932	98
83933	78
83934	77
83935	90
83936	83
83937	93
83938	90
83939	100
83940	80
83941	81
83942	87
83943	87
83944	76
83945	95
83946	79
83947	94
83948	81
83949	70
83950	83
83951	96
83952	71
83953	76
83954	79
"83955	"	75
83956	88
83957	85
83958	94
83959	76
83960	81
83961	98
83962	86
"83963	"	97
83964	99
83965	93
83966	80
83967	75
83968	98
83969	94
83970	100
83971	89
83972	74
83973	94
83974	88
83975	90
83976	84
83977	88
83978	77
83979	70
83980	88
83981	97
83982	93
83983	78
83984	81
83985	91
83986	73
83987	99
83988	85
83989	83
83990	77
83991	76
83992	79
83993	92
83994	90
83995	70
83996	91
83997	72
83998	85
83999	90
84000	88
84001	71
84002	72
84003	99
84004	89
84005	81
84006	97
84007	84
84008	94
84009	99
84010	100
84011	81
84012	94
84013	92
84014	92
84015	90
84016	94
84017	76
84018	84
84019	79
84020	90
84021	87
84022	99
84023	99
84024	71
84025	73
84026	94
84027	91
84028	89
84029	72
84030	90
84031	87
84032	96
84033	88
84034	86
84035	70
84036	75
84037	98
84038	86
84039	83
84040	79
84041	92
84042	93
84043	79
84044	78
84045	80
84046	71
84047	94
84048	80
84049	96
84050	99
84051	95
84052	77
84053	89
84054	73
84055	100
84056	74
84057	73
84058	97
84059	95
84060	100
84061	90
84062	72
84063	73
"84064	"	96
84065	73
84066	99
84067	83
84068	84
84069	71
84070	71
84071	80
84072	99
84073	94
84074	74
84075	79
84076	83
84077	77
84078	75
84079	86
84080	86
84081	84
84082	71
84083	93
84084	97
84085	97
84086	99
84087	89
84088	88
"84089	"	96
84090	75
84091	88
84092	79
84093	85
84094	77
84095	96
84096	91
84097	98
84098	70
84099	75
84100	70
84101	83
84102	94
84103	91
84104	94
84105	70
84106	71
84107	80
84108	71
84109	78
84110	74
84111	76
"84112	"	100
84113	89
84114	77
84115	80
84116	92
84117	77
"84118	"	81
84119	82
84120	79
84121	75
84122	89
84123	75
84124	77
84125	83
84126	78
84127	88
84128	99
84129	73
84130	74
84131	100
84132	91
84133	77
84134	80
84135	95
84136	91
84137	71
84138	80
84139	92
84140	74
84141	92
